motif_family	TF	std_over_alpha_traj	std_over_beta_traj	std_over_ec_traj	cc_over_alpha_traj	time_max_cc_over_alpha_traj	cc_over_beta_traj	time_max_cc_over_beta_traj	cc_over_ec_traj	time_max_cc_over_ec_traj	z_score
POU4F1_POU4F3	POU4F3	0.0144276721716847	0.0170776323090939	0.0246583060295874	NaN	NaN	NaN	NaN	NaN	NaN	1.46464313100567
POU4F2	POU4F2	0.0313140975393386	0.0230720072406171	0.0332027198301714	0.118008204567249	202	0.107266476295411	-1529	0.155193340217	-1251	1.67652251256536
POU6F2	POU6F2	0.0290646567404108	0.0266190133023507	0.0079939928040784	0.195153423441197	-1305	0.657528183140436	0	0.228084123882393	-62	1.63593311986854
PPARD	PPARD	0.0247165739553317	0.0446325651844088	0.0205909464586113	0.130326494783139	-1553	0.154832532494443	-1656	0.211381810036393	-1592	2.21224005111805
PRDM1	PRDM1	0.0712199051439055	0.0634452917132155	0.0397144563650158	0.502435719760557	-1	0.120583625135123	-620	0.77659532651779	-1	2.04086822982566
PRDM14	PRDM14	0.0320491552801178	0.0486018439779263	0.046227624034065	0.35996730984964	-296	0.294148362471648	-241	0.11879314080335	-538	3.89314122195354
PROX1	PROX1	0.0046335646091904	0.0139924420316282	0.00505030047634115	0.843370507888653	-1	0.696940599828661	66	0.404734119091384	104	1.20152264506123
PRRX1_ALX4_PHOX2A	PRRX1	0.0121677641090863	0.0163197657095449	0.0126003177914605	NaN	NaN	NaN	NaN	NaN	NaN	1.94658541195423
PRRX1_ALX4_PHOX2A	ALX4	0.0121677641090863	0.0163197657095449	0.0126003177914605	NaN	NaN	NaN	NaN	NaN	NaN	1.94658541195423
PRRX1_ALX4_PHOX2A	PHOX2A	0.0121677641090863	0.0163197657095449	0.0126003177914605	0.88009478436569	-186	0.82621920242659	-182	0.170748077767872	-1565	1.94658541195423
PTF1A	PTF1A	0.0248422295363537	0.0142662273443278	0.0141677191073037	0.828487637365921	2	0.185981137483452	1677	0.810197488485471	3	1.61971577768678
RAD21_SMC3	RAD21	0.00751218755769558	0.00283463277364381	0.00464922051051779	0.178873556361082	-1549	0.343191634176007	283	0.210738484210608	-1592	2.83456897076724
RAD21_SMC3	SMC3	0.00751218755769558	0.00283463277364381	0.00464922051051779	0.862748380045355	1	0.589455055254869	108	0.393665980138418	123	2.83456897076724
RARB	RARB	0.0178268135731158	0.0135100247823689	0.0183733299026052	0.831340022064993	-129	0.83086420817278	-147	0.885587218547731	-151	2.31585240520967
RBPJ	RBPJ	0.0380235381446848	0.0362689141892375	0.0268290631886412	0.979179057593313	-1	0.95971478958631	-1	0.958077174901525	-1	2.30968650164551
RCOR1_MTA3	RCOR1	0.00156875613254884	0.000229005570112151	0.000567188034984915	0.505246619144883	-93	0.349505223714831	-117	0.121594121179357	250	1.90674070598642
RCOR1_MTA3	MTA3	0.00156875613254884	0.000229005570112151	0.000567188034984915	0.137109085957092	-1379	0.617847217583587	-137	0.252110609950309	-1422	1.90674070598642
REL	REL	0.0034540945117721	0.00821068145366344	0.00242799952909266	0.343784650685089	118	0.346602386936204	84	0.464609673971931	75	1.54394941084385
RELA	RELA	0.0161612560169809	0.0176136483905614	0.017949237410124	0.325129595431035	-111	0.204884336396721	-1	0.632016865136877	-1	2.71114508005898
REST	REST	0.104791173610007	0.085449380155847	0.0840825667340825	0.156224280760069	-1498	0.159629811366452	1578	0.160350500476108	1596	2.98388710818668
RFX3_RFX2	RFX3	0.00722927054817574	0.00513368152511792	0.00559061792929651	0.377789699377434	54	0.230575597275928	106	0.79910272733075	1	3.98777245927537
RFX3_RFX2	RFX2	0.00722927054817574	0.00513368152511792	0.00559061792929651	0.754259351257692	1	0.723595350753809	-6	0.168220058221062	125	3.98777245927537
RFX5	RFX5	0.00965589950329773	0.0964942196536358	0.0547983234676942	0.711339028303596	45	0.176834155247983	1487	0.118340440086168	-1176	2.24742038934358
RFX7_RFX4_RFX1	RFX7	0.00501958026927928	0.00182790893281731	0.0040755009633965	0.199312543299175	-1365	0.13252375248257	280	0.204654806661234	-1665	2.63824578377582
RFX7_RFX4_RFX1	RFX4	0.00501958026927928	0.00182790893281731	0.0040755009633965	NaN	NaN	NaN	NaN	NaN	NaN	2.63824578377582
RFX7_RFX4_RFX1	RFX1	0.00501958026927928	0.00182790893281731	0.0040755009633965	0.219946079568415	-1583	0.131786897931516	338	0.104940984786456	-61	2.63824578377582
RORA	RORA	0.0151581652952371	0.0168827184759708	0.00543824855779458	0.218726739490776	1467	0.608938273000341	-2	0.372935473335262	87	1.76467732886539
RUNX1_RUNX2	RUNX1	0.00443988265771235	0.0118806433080859	0.00764828171354298	0.758934982368378	-2	0.186164902483799	1483	0.211575795728985	-1506	2.50019846347124
RUNX1_RUNX2	RUNX2	0.00443988265771235	0.0118806433080859	0.00764828171354298	0.053858455069658	123	0.0313315286606575	1438	0.0768107350915622	-1508	2.50019846347124
RUNX3_BCL11A	RUNX3	0.0177770832435677	0.0111494483583423	0.00396784543975687	0.0675945634739582	-1514	0.315742451243327	-14	0.634600885065474	29	1.69704354447995
RUNX3_BCL11A	BCL11A	0.0177770832435677	0.0111494483583423	0.00396784543975687	0.193573385308624	1519	0.204312750334809	-907	0.644827838613674	267	1.69704354447995
RXRA_NR2F6_NR2C2	RXRA	0.0122942909898621	0.015619857201457	0.00438561415034996	0.204174497848011	1474	0.537021478063328	-42	0.181819105560446	-1723	2.29423640447032
RXRA_NR2F6_NR2C2	NR2F6	0.0122942909898621	0.015619857201457	0.00438561415034996	NaN	NaN	NaN	NaN	NaN	NaN	2.29423640447032
RXRA_NR2F6_NR2C2	NR2C2	0.0122942909898621	0.015619857201457	0.00438561415034996	0.142730588553263	-890	0.919361187535173	0	0.789891282807777	-101	2.29423640447032
RXRG	RXRG	0.00489731283304754	0.00204710724941247	0.00660792775754082	0.146618866709393	1362	0.208843404175824	1367	0.144868365580582	-1611	1.40045314274119
SCRT1_SCRT2	SCRT1	0.019984949373456	0.026039971490678	0.0223857604032887	NaN	NaN	NaN	NaN	NaN	NaN	2.02075995448687
SCRT1_SCRT2	SCRT2	0.019984949373456	0.026039971490678	0.0223857604032887	0.319147092633064	-189	0.397467297663602	-221	0.254788153718053	-1389	2.02075995448687
SHOX2_HOXC5	SHOX2	0.0279790069254798	0.00567233096828441	0.00299399610516247	0.289266798592636	-196	0.350070148950641	-200	0.158831367540217	-1402	1.64564751689895
SHOX2_HOXC5	HOXC5	0.0279790069254798	0.00567233096828441	0.00299399610516247	NaN	NaN	NaN	NaN	NaN	NaN	1.64564751689895
SIN3A_CHD1	SIN3A	0.00421112866099252	0.000611352430415552	0.000633673189948504	0.724922865089284	0	0.511568216839069	182	0.129388056036681	296	2.44305319226633
SIN3A_CHD1	CHD1	0.00421112866099252	0.000611352430415552	0.000633673189948504	0.0696288361179633	-829	0.544750342647531	-1	0.124225168071783	-1	2.44305319226633
SIX1_SIX3_SIX2	SIX1	0.0106089483001079	0.00561365351825871	0.0021185847934281	NaN	NaN	NaN	NaN	NaN	NaN	1.57358307945849
SIX1_SIX3_SIX2	SIX3	0.0106089483001079	0.00561365351825871	0.0021185847934281	0.229293174501752	-151	0.219371235612844	8	0.321375223819094	10	1.57358307945849
SIX1_SIX3_SIX2	SIX2	0.0106089483001079	0.00561365351825871	0.0021185847934281	0.630010487347109	-1	0.689439126888168	-1	0.378589102564109	-198	1.57358307945849
SIX4	SIX4	0.0129435804755556	0.020811571650487	0.0135988263654105	0.254946200049311	238	0.676355923627587	181	0.239713320922819	258	2.05358715189878
SIX5_SMARCC2_HCFC1	SIX5	0.00273253736743733	0.000615641758331182	0.00136771984165822	0.191497314846988	-1380	0.0940381412645596	-1882	0.211117876538002	1476	1.7295611057306
SIX5_SMARCC2_HCFC1	SMARCC2	0.00273253736743733	0.000615641758331182	0.00136771984165822	NaN	NaN	NaN	NaN	NaN	NaN	1.7295611057306
SIX5_SMARCC2_HCFC1	HCFC1	0.00273253736743733	0.000615641758331182	0.00136771984165822	0.19286673456572	-1464	0.204869876610973	-63	0.18811380965008	-69	1.7295611057306
SIX6	SIX6	0.0432286911121885	0.00538158429048358	0.0277902061364678	0.0153280012977441	1395	0.305862886210548	80	0.0285028629745239	1445	2.01114241832985
SMAD1	SMAD1	0.00412232687713697	0.00704352779193226	0.00350943730745038	0.718614437832644	4	0.91888730869022	-1	0.728812149612524	7	1.93360037499348
SMAD2	SMAD2	0.0316054168635879	0.0188665060562929	0.0144781726672987	0.206954646394616	-1298	0.221782619225151	-1661	0.151197549943458	-1443	1.77437586662753
SMAD3	SMAD3	0.00937944919503297	0.0201716027575736	0.0185306846307021	0.77015233020597	75	0.848102119103494	45	0.867369406807905	49	2.76869111206951
SOX1	SOX1	0.0189548453495069	0.0191390383812686	0.00950622763454344	0.913298737064638	-171	0.872175124163325	-192	0.842907377403012	-207	2.21793815896872
SOX10_SOX15	SOX10	0.0172711798202752	0.0402881201641598	0.0343050027330455	0.54253452638564	60	0.560500216309121	44	0.185710854878556	1448	2.03273433657395
SOX10_SOX15	SOX15	0.0172711798202752	0.0402881201641598	0.0343050027330455	NaN	NaN	NaN	NaN	NaN	NaN	2.03273433657395
SOX11	SOX11	0.0220538225341044	0.0312336648029039	0.0237157386530459	0.880219203035322	-73	0.810379109807889	0	0.986066672663253	0	2.04395239796365
SOX13_SOX12	SOX13	0.0165293256219482	0.0257008231372852	0.0112899729671566	0.134234988015947	-1603	0.150034050509323	-1445	0.131795776688807	241	1.48154568973161
SOX13_SOX12	SOX12	0.0165293256219482	0.0257008231372852	0.0112899729671566	NaN	NaN	NaN	NaN	NaN	NaN	1.48154568973161
SOX21	SOX21	0.0132611979949206	0.0082084800304679	0.00533630855159142	0.668248370976841	1	0.796839856995195	1	0.777615668240246	1	5.10319305354929
SOX3_SOX2	SOX3	0.00439944044727344	0.00532579169246641	0.0108730927152425	0.549724794081697	215	0.541978637639799	251	0.101358979381992	1613	1.3530549364248
SOX3_SOX2	SOX2	0.00439944044727344	0.00532579169246641	0.0108730927152425	0.927871595660603	27	0.965098971574519	52	0.211738427169605	-1553	1.3530549364248
SOX4	SOX4	0.0299148356147738	0.0431362200693939	0.0313543166488521	0.960661628882728	0	0.917064823898611	0	0.914019940948628	-114	1.69170958916032
SOX5	SOX5	0.0327850263529261	0.0448700940389167	0.04385440367339	0.2018584673433	1531	0.205761731374015	1507	0.219796389769904	1515	3.31250248200551
SOX6	SOX6	0.0135860819749646	0.0500542792913202	0.0340884402493414	0.57693923381322	-273	0.206850683907825	1582	0.20753059683035	1546	2.89010083306886
SOX8	SOX8	0.0168217551809898	0.0073142208622662	0.0125203926372503	0.861774361189163	-75	0.854075205022157	-1	0.811594608782021	-1	1.37346782601033
SOX9	SOX9	0.0151990462082743	0.00460585875204549	0.00844448302234845	0.662814048083008	194	0.796932766646263	221	0.1532936092765	1613	2.14338023257747
SP1	SP1	0.00177818499953542	0.00189651315180177	0.00117088163557019	0.750308586714084	0	0.740701504653366	0	0.905071485471598	10	2.98376271238444
SP4_PML	SP4	0.00317604815773296	0.00306397866679143	0.00216395792449554	0.365347862839271	25	0.140803661785732	-1525	0.746108545813468	36	4.11941018686946
SP4_PML	PML	0.00317604815773296	0.00306397866679143	0.00216395792449554	0.214015091379248	1483	0.783025206603561	0	0.714833410287982	38	4.11941018686946
SPI1	SPI1	0.0355008861463929	0.0236314691457398	0.0165499318785568	0.0910170861200344	-87	0.192299474285986	-234	0.160682357111415	-75	2.82459233349394
SREBF1_TFE3	SREBF1	0.0030821939528018	0.00397591581029661	0.00346371729734566	NaN	NaN	NaN	NaN	NaN	NaN	2.55733233291909
SREBF1_TFE3	TFE3	0.0030821939528018	0.00397591581029661	0.00346371729734566	0.658977565296016	54	0.119430394483671	-646	0.243651420779112	-2	2.55733233291909
SREBF2	SREBF2	0.0244356371611782	0.0347547134712548	0.0251243948847694	0.127134012353722	-1562	0.940060121971142	75	0.749194744285826	103	2.05542373209382
SRF	SRF	0.00953816283369966	0.0130445005045469	0.0115730052225354	0.457975749032029	-127	0.543754193262072	-1	0.27076079241348	-1	1.89127894483048
SRY	SRY	0.0107936010904281	0.0158211349779251	0.0110895515089962	0.208203135270052	1512	0.192057892115842	1534	0.833710007881393	43	1.39526735714905
STAT1_STAT3_BCL6	STAT1	0.0083336588041539	0.00184419291852733	0.00252766992940811	0.12084434023007	1873	0.241571640162056	-241	0.529690332065883	-164	2.30787489933094
STAT1_STAT3_BCL6	STAT3	0.0083336588041539	0.00184419291852733	0.00252766992940811	0.795210383795584	0	0.285213921180073	-228	0.745561333224248	-24	2.30787489933094
STAT1_STAT3_BCL6	BCL6	0.0083336588041539	0.00184419291852733	0.00252766992940811	0.272588221317095	-230	0.219194484798047	345	0.123487919270863	1661	2.30787489933094
STAT4	STAT4	0.0352071441071145	0.00801418273364427	0.0075555034946637	0.320956182105188	179	0.442976859703568	195	0.0791023263339375	1624	2.24296099593462
STAT5A	STAT5A	0.00839637952391658	0.00805018429318546	0.013129927196106	0.356140534526913	4	0.281066022031655	4	0.557015083269953	3	1.6489460945195
STAT5B	STAT5B	0.00597929584034558	0.00470036899364196	0.00847488634170391	0.121835278844712	126	0.695570612975075	75	0.197393220313983	-1589	1.90881501947582
STAT6	STAT6	0.0113848141014998	0.00958699960081193	0.00775325930677388	0.705506972683166	138	0.170974138597003	-292	0.391005664585678	195	1.74997810073916
T	T	0.0121383633160109	0.00438657543868559	0.00978182172051598	0.073452491921035	-999	0.219202196302966	-313	0.100475966558409	-1462	1.64589905912685
TBP	TBP	0.0021139887828609	0.00262906374991443	0.000620396952756876	0.731527056545547	-1	0.765221841235015	-1	0.134170905837884	-1804	1.36427662508378
TBX19	TBX19	0.0562754295895125	0.0258394126827123	0.011952244591846	0.0229041521485326	1517	0.0306031353345262	1952	0.0308167149733724	1960	2.3878870767147
TBX2	TBX2	0.0537287118495428	0.0417563131862698	0.0156553959924511	0.328782053095381	-135	0.222847809588571	-1576	0.508354441235213	-93	1.73371571484755
TBX3	TBX3	0.00558018383461179	0.0020611715498185	0.00154594870405028	0.846438220696581	24	0.207966239033871	-1593	0.846774238550105	61	1.40346351359976
TCF12_ASCL2	TCF12	0.0111001925011824	0.00315697816679149	0.00563095883056077	0.632045418500626	3	0.325422817809422	240	0.190023652648764	-1659	1.55546924805829
TCF12_ASCL2	ASCL2	0.0111001925011824	0.00315697816679149	0.00563095883056077	0.215561777349996	-320	0.208257524254604	-108	0.90301057386686	17	1.55546924805829
TCF3_MYOG	TCF3	0.00383339000569655	0.00946891801195298	0.00498102404460131	0.929545616306381	8	0.927012951435189	4	0.939022393205156	15	1.7779448638012
TCF3_MYOG	MYOG	0.00383339000569655	0.00946891801195298	0.00498102404460131	NaN	NaN	NaN	NaN	NaN	NaN	1.7779448638012
TCF7	TCF7	0.00296245947568786	0.0161697300363553	0.00785186456737308	0.11639446114377	341	0.0503417568518211	1671	0.0481578603894083	1575	2.5047200789898
TCF7L1	TCF7L1	0.0103962056074818	0.0106191295937027	0.00270639889054117	0.88165523504538	65	0.901691697036048	59	0.854676630655656	76	1.83410808940077
TCF7L2	TCF7L2	0.0140730776925882	0.00546992299562961	0.00767897927927698	0.885086424396961	121	0.489022785611358	-305	0.136452605674015	1622	1.70832113908698
TEAD3_TEAD1	TEAD3	0.0170047560326708	0.00907081760621608	0.0134930285807619	0.973740602520055	-1	0.233766620644033	-1	0.916051038726445	-1	2.67760046279817
TEAD3_TEAD1	TEAD1	0.0170047560326708	0.00907081760621608	0.0134930285807619	0.168855696201794	-1549	0.196250062477636	-370	0.151824021715602	1637	2.67760046279817
TFAP2C	TFAP2C	0.000582450454255597	0.000849334214136432	0.000589011991210295	0.153985664287741	1416	0.15382460500543	1487	0.200413194323988	-1497	1.55130605749618
TFAP4_MSC	TFAP4	0.00924845388695802	0.0161314883060338	0.0203720921230427	NaN	NaN	NaN	NaN	NaN	NaN	1.81317485026373
TFAP4_MSC	MSC	0.00924845388695802	0.0161314883060338	0.0203720921230427	0.204690956817894	-1736	0.749870478664546	-96	0.195772454076268	-1407	1.81317485026373
TFCP2	TFCP2	0.010585085660093	0.0131112607539319	0.00770311842390384	0.917062364323061	-1	0.234829138023595	-1457	0.493697627029761	-185	1.72164016967847
TFCP2L1	TFCP2L1	0.0124516635288639	0.00765243863596566	0.0239802126988905	0.125819180304105	1557	0.414299130676977	186	0.17752694637753	1600	1.34658115526492
TFDP1	TFDP1	0.0181282425772769	0.0203429175041085	0.018266396537848	0.179059781496335	-1552	0.266852895695123	-293	0.221907912829389	-1582	2.27502016383398
TFEC_MITF_ARNTL_BHLHE41	TFEC	0.0212714306678242	0.0186003031983828	0.00760005733781578	NaN	NaN	NaN	NaN	NaN	NaN	2.76516355293181
TFEC_MITF_ARNTL_BHLHE41	MITF	0.0212714306678242	0.0186003031983828	0.00760005733781578	0.851197357527345	0	0.229259636318291	-1465	0.233903888956288	-1487	2.76516355293181
TFEC_MITF_ARNTL_BHLHE41	ARNTL	0.0212714306678242	0.0186003031983828	0.00760005733781578	0.67215216605953	-41	0.739139933530492	0	0.177015948427512	-1606	2.76516355293181
TFEC_MITF_ARNTL_BHLHE41	BHLHE41	0.0212714306678242	0.0186003031983828	0.00760005733781578	0.0510776701905746	-19	0.0847958639315644	-1486	0.133801328605691	-1557	2.76516355293181
TGIF1	TGIF1	0.00383820168584456	0.0232244375525678	0.0140636483022692	0.831934193381358	48	0.214524456451516	1512	0.20487044136667	-1520	1.92465542713876
THRB	THRB	0.0168835363718514	0.0257793320268814	0.0242144496391699	0.852069151749791	-138	0.887283029023449	-119	0.173012711311615	-1443	2.04725889743712
TLX1_NFIC	TLX1	0.023898487365366	0.00615164784036842	0.0058304009960737	NaN	NaN	NaN	NaN	NaN	NaN	2.06004613480655
TLX1_NFIC	NFIC	0.023898487365366	0.00615164784036842	0.0058304009960737	0.277130251859292	-1301	0.27307985683752	-107	0.126495529748729	395	2.06004613480655
TP73	TP73	0.0072119942563006	0.0176627150810021	0.00858698073017166	0.769201957083391	15	0.195000308067122	1498	0.843134566706468	23	1.85086785774697
TWIST1_SNAI1	TWIST1	0.002743558344207	0.0159230639625989	0.0112101377525972	NaN	NaN	NaN	NaN	NaN	NaN	1.22280263992611
TWIST1_SNAI1	SNAI1	0.002743558344207	0.0159230639625989	0.0112101377525972	0.656113413154109	-213	0.764433143116788	-148	0.875581698430597	-124	1.22280263992611
WT1_MTF1_ZBTB7B	WT1	0.00342790147379371	0.00454514437054044	0.00214478953952584	NaN	NaN	NaN	NaN	NaN	NaN	1.73602177173704
WT1_MTF1_ZBTB7B	MTF1	0.00342790147379371	0.00454514437054044	0.00214478953952584	0.756442630925905	-144	0.388136907696906	-199	0.595929439788795	-197	1.73602177173704
WT1_MTF1_ZBTB7B	ZBTB7B	0.00342790147379371	0.00454514437054044	0.00214478953952584	0.149555083549326	-83	0.474460943296228	-51	0.182067713940297	-686	1.73602177173704
XBP1	XBP1	0.0362957270378099	0.0440756286586685	0.0195076579308338	0.273839792510742	159	0.929547434942043	1	0.131025012314428	-1356	1.96657603509686
YBX1_FOS_NFYC_NFYA_NFYB_CEBPZ	YBX1	0.00151233532716053	0.00186690975654299	0.000850258150412022	NaN	NaN	NaN	NaN	NaN	NaN	2.95369457785896
YBX1_FOS_NFYC_NFYA_NFYB_CEBPZ	FOS	0.00151233532716053	0.00186690975654299	0.000850258150412022	0.167335737059416	1436	0.113321069618737	1843	0.401137038048098	-41	2.95369457785896
YBX1_FOS_NFYC_NFYA_NFYB_CEBPZ	NFYC	0.00151233532716053	0.00186690975654299	0.000850258150412022	NaN	NaN	NaN	NaN	NaN	NaN	2.95369457785896
YBX1_FOS_NFYC_NFYA_NFYB_CEBPZ	NFYA	0.00151233532716053	0.00186690975654299	0.000850258150412022	0.578229445399117	-1	0.194636061116545	1495	0.145671714164213	-1085	2.95369457785896
YBX1_FOS_NFYC_NFYA_NFYB_CEBPZ	NFYB	0.00151233532716053	0.00186690975654299	0.000850258150412022	0.579975813564245	-1	0.157254634217543	-1671	0.145121763571159	-1293	2.95369457785896
YBX1_FOS_NFYC_NFYA_NFYB_CEBPZ	CEBPZ	0.00151233532716053	0.00186690975654299	0.000850258150412022	NaN	NaN	NaN	NaN	NaN	NaN	2.95369457785896
ZBED1	ZBED1	0.0107353957025201	0.0351282807042616	0.0336000334573034	0.338904197723192	-170	0.2941642076793	-141	0.750593748944801	-143	1.89165571092816
ZBTB14	ZBTB14	0.0123503221091843	0.0217193952211672	0.0182601044506044	0.281249126841214	-38	0.598095715448225	-32	0.944003173964524	-30	3.65523166890572
ZBTB18	ZBTB18	0.0184899401391028	0.019858565554916	0.00971067118245525	0.262907860753073	-112	0.223160440826504	-1545	0.140781222805618	-372	2.1595686273578
ZBTB3	ZBTB3	0.0173991165800198	0.00552330204604161	0.00499573455213186	0.775548087274554	-1	0.749411961693389	9	0.818738204007057	60	2.08372733261292
ZBTB33_CHD2	ZBTB33	0.0350825412875262	0.0311466077178034	0.00644343547923752	0.181848678873389	-1174	0.555814438243059	-1	0.739800539153548	-1	2.3510465794336
ZBTB33_CHD2	CHD2	0.0350825412875262	0.0311466077178034	0.00644343547923752	NaN	NaN	NaN	NaN	NaN	NaN	2.3510465794336
ZBTB4	ZBTB4	0.0108034735845063	0.0235251752366909	0.0115240957990168	0.69501689060713	-34	0.809744496076925	0	0.42865157648449	-282	1.70299762951712
ZBTB49	ZBTB49	0.00818765065449794	0.00735451626945929	0.0251989999067215	0.0558874171304576	-1462	0.303473273770598	0	0.0650311509665033	-1513	1.58040768265632
ZBTB6	ZBTB6	0.00553925871075177	0.00395411979147911	0.00207703807423133	0.557373188248715	-38	0.512710046239466	1	0.232284522213782	-130	1.9314969820344
ZBTB7A_ZBTB7C	ZBTB7A	0.0116192550516437	0.0190219967073755	0.0126866367442591	NaN	NaN	NaN	NaN	NaN	NaN	1.63833183137439
ZBTB7A_ZBTB7C	ZBTB7C	0.0116192550516437	0.0190219967073755	0.0126866367442591	0.180396125753577	-1515	0.195080210667782	1442	0.213961036475248	-1442	1.63833183137439
ZEB1	ZEB1	0.00225373337066051	0.00171870518356967	0.00204170979084136	0.449223616418243	0	0.603223742353336	0	0.155501695513815	1634	1.69052103910162
ZFHX3	ZFHX3	0.0760312656057872	0.0226980563682107	0.0330105260099081	0.197731275130323	147	0.859829688978616	-5	0.932612090988616	-4	2.284130521116
ZFX	ZFX	0.0029385295974522	0.00519293678690995	0.00568116101437051	0.892272847914392	22	0.349709154074613	-62	0.79434081161143	-51	2.85240742819045
ZIC3_ZIC4	ZIC3	0.0200689743068919	0.0367973090485268	0.0220131667091788	0.0451803735271366	1595	0.0809036040030105	-1500	0.132857173630231	-1530	1.91469896797171
ZIC3_ZIC4	ZIC4	0.0200689743068919	0.0367973090485268	0.0220131667091788	NaN	NaN	NaN	NaN	NaN	NaN	1.91469896797171
ZKSCAN3	ZKSCAN3	0.0866428090533582	0.0427627314024712	0.00366054902937863	0.20357759180786	-1550	0.268314899037151	-259	0.828561979622623	66	1.97103986038904
ZNF143	ZNF143	0.0143327169719795	0.00520584546438082	0.00132953853152706	0.198369969489421	-1303	0.108572708945674	-1186	0.131577788664467	-1787	2.64905224209029
ZNF232	ZNF232	0.0110721998919692	0.012195433550166	0.023236496822025	0.184722698918805	278	0.426244479291383	-104	0.885257334849001	0	2.0468931393733
ZNF274	ZNF274	0.0789990733351557	0.0738988831210191	0.03888978268253	0.179160296640961	-219	0.781310184479174	-98	0.722224689655817	-163	2.37808361220573
ZNF282	ZNF282	0.00589530647949008	0.00725719190313199	0.0110946216840483	0.206354208126231	-1450	0.74065264513836	176	0.193390071067768	-328	1.67902606774227
ZNF333	ZNF333	0.0184870576681205	0.0381589992944356	0.0231442018878301	0.749292139508197	-97	0.674570054514006	-67	0.884678269001066	-1	2.20152336413196
ZNF35	ZNF35	0.0142854545278095	0.00651270977741109	0.0158596790711289	0.272303897965295	25	0.169285845659804	-1328	0.221286229433465	1489	1.53279764528377
ZNF350	ZNF350	0.0224612543472739	0.0171458984345621	0.0272043419554148	0.119236615150602	-1729	0.175394266256564	-1490	0.159946481893803	-1584	2.31003289224669
ZNF384	ZNF384	0.0063202067093087	0.0043297816839819	0.00354236051593578	0.695099031507647	-1	0.534870542904503	-1	0.850918582307798	-1	2.38598900941042
ZNF410	ZNF410	0.0341662060384548	0.0522469676479921	0.0739126078944839	0.0457108759679747	-1637	0.053458659109002	-592	0.0766645516440073	-91	1.65814770711623
ZNF652	ZNF652	0.0335904199564379	0.0135756371632092	0.00963661403658115	0.246842306767362	-222	0.221600523117029	-1441	0.22070756353655	-1568	2.77551534854296
ZNF691	ZNF691	0.0280800713842425	0.00182517690612323	0.00273710023983729	0.199184865621124	-1503	0.558633321464319	188	0.863844267988734	5	1.90416131507445
ZNF711_TFAP2A_TFAP2D	ZNF711	0.0015460215422483	0.00138162985421868	0.000632989501569642	0.252753983417233	-1348	0.163055447345402	-353	0.906053796966952	32	1.95935806230644
ZNF711_TFAP2A_TFAP2D	TFAP2A	0.0015460215422483	0.00138162985421868	0.000632989501569642	0.421976135729481	-15	0.133612662033797	-443	0.732507891244804	42	1.95935806230644
ZNF711_TFAP2A_TFAP2D	TFAP2D	0.0015460215422483	0.00138162985421868	0.000632989501569642	NaN	NaN	NaN	NaN	NaN	NaN	1.95935806230644
ZNF740_ZNF219	ZNF740	0.0114074121679029	0.017717851250809	0.00911293394824196	0.631683511892173	-1	0.106024229533886	-1231	0.120286906588968	-1553	1.31987438402939
ZNF740_ZNF219	ZNF219	0.0114074121679029	0.017717851250809	0.00911293394824196	NaN	NaN	NaN	NaN	NaN	NaN	1.31987438402939
ZNF8	ZNF8	0.0133601409980777	0.0255411615473663	0.0152650656057472	0.218790271639076	291	0.143806638193148	-1629	0.708443014412863	48	1.91232136194092
