"Ahr";"Arid3a";"Arid5b";"Arnt";"Arnt2";"Arntl_Tfe3_Mlx_Mitf_Mlxipl_Tfec";"Atf1_Creb5";"Atf3";"Atf4";"Atf6";"Bach2";"Bbx";"Bptf";"Brca1";"Cbfb";"Cdc5l";"Cebpa_Cebpg";"Clock";"Creb1";"Creb3";"Creb3l2";"Crem_Jdp2";"Ctcfl_Ctcf";"Cux1";"Cxxc1";"Ddit3";"E2f1";"E2f2_E2f5";"E2f3";"E2f7";"E2f8";"Ebf1";"Egr1";"Ehf";"Elf1_Elf2_Etv2_Elf4";"Elf5";"Ep300";"Esrrb_Esrra";"Esrrg";"Ets2";"Etv1_Etv5_Gabpa";"Etv3_Erf_Fev_Elk4_Elk1_Elk3";"Etv6";"Ezh2_Atf2_Ikzf1";"Fos";"Fosb";"Foxa3";"Foxi1_Foxo1";"Foxj3";"Foxk1_Foxj1";"Foxo3";"Foxp1_Foxj2";"Foxp2_Foxp3";"Fubp1";"Gata6";"Glis2";"Glis3";"Gmeb1";"Gmeb2";"Gtf2i";"Hbp1";"Hes1";"Hey1_Myc_Mxi1";"Hif1a";"Hivep1";"Hmbox1";"Hmga2";"Hnf1b";"Hnf4a";"Homez";"Hoxb8_Pdx1";"Hoxc4_Arx_Otp_Esx1_Phox2b";"Hsf1";"Hsf2";"Ikzf2";"Irf2_Irf1_Irf8_Irf9_Irf7";"Irf3";"Irx2_Irx3";"Isl1";"Klf12_Klf14_Sp4";"Klf13";"Klf3";"Klf4_Sp3";"Klf6_Patz1";"Klf7";"Lhx5_Lmx1b_Lhx1";"Max_Mycn";"Maz_Mta3";"Mbd2";"Mecom";"Mef2d_Mef2a";"Meis1";"Meis2";"Mga";"Mnx1_Lhx6_Lmx1a";"Mtf1";"Myog_Tcf12";"Neurod1";"Nfat5";"Nfatc2";"Nfatc3";"Nfe2l2";"Nfia";"Nfic_Nfib";"Nfix";"Nkx2-2";"Nkx6-1_Evx1_Hesx1";"Nr1h4";"Nr2c1";"Nr2f1_Nr4a1";"Nr2f6";"Nr4a2";"Nr5a2";"Nr6a1";"Nrf1";"Onecut1_Cux2";"Pax4";"Pax6";"Pbx1_Pbx3";"Pbx2";"Pgr_Nr3c1";"Pknox2_Pknox1";"Plag1";"Pou2f1";"Pou6f2_Pou4f2";"Ppard";"Pparg_Rxrg";"Prox1";"Rad21_Smc3";"Rara";"Rbpj";"Rela_Rel_Nfkb1";"Relb";"Rest";"Rfx2_Rfx7";"Rfx3_Rfx1_Rfx4";"Rora";"Rorc_Nr1d1";"Rreb1";"Runx2_Bcl11a";"Rxrb";"Sin3a";"Smad1";"Smad2";"Smad3";"Smad4";"Smarcc1_Fosl1";"Snai1_Zeb1_Snai2";"Sox13";"Sox5_Sry";"Sox6_Sox9";"Sp1";"Sp2";"Stat1";"Stat4_Stat3_Stat5b";"Taf1";"Tcf3";"Tcf4_Mesp1";"Tcf7_Tcf7l2";"Tcf7l1";"Tead1";"Tfcp2";"Tfcp2l1";"Tfdp1_Wt1_Egr2_Chd1_Pml";"Tfeb_Usf1_Srebf1_Usf2_Bhlhe41_Srebf2";"Tgif1_Meis3";"Tgif2_Tgif2lx1";"Thra";"Trp53";"Ubp1";"Vdr";"Xbp1_Creb3l1";"Ybx1_Nfya_Nfyb_Nfyc_Cebpz";"Yy1";"Zbtb16";"Zbtb33_Chd2";"Zbtb7c";"Zfhx3";"Zfx_Mecp2";"Zkscan1";"Zkscan3"
"Ints4";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.99107;0.66976;0;0;0;0;2.16439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.51793;0;0;0;0;0;0;0;0;0;0;0;0;0.97296;0;0;0;0;0.88608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.94005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Aamdc";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.62997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5979;0;0;0.71242;2.56402;0;0;0;0.90805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.59929;0;0;0;0;4.4094;1.7814;0;0;0.99876;0;0;0;0;0;0;0;1.5069;0;0.63723;0;0;0;0;0;0;0.67498;1.3336;0;0;0;0;1.2014;0;0
"Rsf1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Clns1a";1.5402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.57339;0.88264;0;0;0;0;0;0;0;0;0;0;0;0;0;4.04336;0;0;0;0;0;0.74743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.73739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.48084;0;0;0;0;0;0;0;0;0;0;0;0;0;1.95543;0;0
"Pak1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Acer3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Emsy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.98324;0;0;0.69072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5136;0;0;0;1.5167;0;0;0;0;0;0;0;0;0.61728;0;0;0;0;0;0.56379;0;0;0;0;0;0;0;0;0;0;0;0.53253;0;0;0;0.59351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.52162;0;0;0;0.58587;0.69151;0;0;0;0;0;0;0;1.9642;0;0;0;0;0;0;0;1.49383;0;0;0;0;0;0;0;0;3.99473;1.4232;0;0;0;0;0;0;0
"Uvrag";0;0;0;0.64885;0;0.52912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.86354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.31444;0;0;0;1.4114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.72813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.53956;0.77375;0;0;0;0;0;0;0;0;0;0;0.78193;0;0;0;0;2.4861;0;0;0;0;0;0;0;0;0;0;0;0.98991;0;0;0;0;0;0;0;0;3.99793;0.81651;0;0;0;0;0;0;0
"Gdpd5";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.65261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.66487;0;0;0;0.55334;0;0;0;0.77464;0.64497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.77987;0;0;0;0;0;0;0;0;0.74878;2.2671;0;0;0;0;0;0;0;0;0;0;0;1.98995;0;0;0;0;0;0;0;0;3.50332;0;0;0;0;0;0.6804;0;0
"Rps3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.69116;1.465;0;0;0;0.83758;1.17909;0.69262;0;0.51906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.56781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.78987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.94864;0;0;0;0;0;0;0;0;0.51993;0;0;0;0;0;0;0;0;2.3145;0;0;0;0;0.77338;0;0
"Spcs2";0;0;0;0;0;0.81852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.85451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6403;0;0;0;0;0;0;0.66097;0;0;0;0;0;0.95177;0;0;0;0;0;0;0;0.99966;0;0.67218;0;0;0;0;0;0.66453;0;0;0;0;0;0;0;0;3.84622;0.92508;0;0;0;0;0.71923;0;0
"Rnf169";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.53922;0;0;0;0;0;0;0;0;0;0;0;0;0.62881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.64677;0.8905;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.71231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.6808;0;0;0;0.99925;0;0;0;0;0;0;0;2.232;0;0;0;0;0;0;0;0;0.75014;0.82473;0;0;0;0.57118;1.53363;0;0
"Pold3";0;0;0;0;0;0;0;0.76007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.94973;0;0;0;0;0;0;0;1.37042;0.81039;0;0;0;0;1.86407;0.67588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.52113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.70142;0;0;0;0;0;0;0;0;0;0;0;0.60081;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.55904;0;0
"Pgm2l1";0.50188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.71878;0;0;1.5143;1.11583;0;0;0;1.1672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.9872;0;0;0;0;0;0;0;0;0;0;0;2.4722;0;0;0;0;0;0;0;0;0;2.2953;0;0;0;0;0.73624;0;0
"P4ha3";0.94014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.84909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5223;0;0;0;0.54852;0.91876;0;0;0;0;0;0;0;0;0;0.89027;0;0;0;0;0;0.95148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Ppme1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"C2cd3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.69334;0;0;0;0;0;4.05957;0;0;0;0;0;1.53282;2.94013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.53467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.97056;0;0;0.52459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.98412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.98078;0;0;0;0;0;1.1034;0;0;0;0;0;0;0;0;0;0;0;0;0.81504;0;0;0;0;0;0;0;0.6818;0;0
"Mrpl48";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rab6a";1.0788;0;0;0;0;0;0.62939;0.84488;0;0;0;0;0;0;0;0;0;0;0;0;0;0.65823;0;0;0;0;0;0;0;0;0;0;0;0;2.32063;0.85518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.69788;0.77106;0.88518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.54874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.9643;0.82496;0;0;0;0;0;0;0;0;0;0;4.5108;0;0;0;0;0;0;0;0;3.9469;0;0;0;0;0;2.53995;0;0
"Fam168a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.93668;0;0;0;0;0;0;0;0;0.54135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.71718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.96022;0;0;0;1.3877;0.5251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.97705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.50596;0;0.67099;0;0;0;0;0;0;0;0;0;1.3784;0;0;0;0.58147;0;0;0;0;0;0;0;1.65549;0;0;0;0;0;0;0;0.92982;0;0.83788;0;0;0;0;0.92753;0;0
"Arhgef17";0.89364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6871;0;0;1.6287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.97515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2613;0;0;1.4927;0.97784;0;0;0;1.8891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.83819;0;0;0;0;0;0;0;0;0;2.9072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.38961;0;0
"Fchsd2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Stard10";0;0;0;0;0;0;0.57993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4986;0;0;3.44095;0.56737;0;0;0;0;0.91791;2.35142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.52501;0.8704;0;0;0;1.9756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.59991;0;0;0;0.55831;0;0;0.64611;0.56156;0;0;0;0.86247;0;0;0;4.4481;0;0;0;0;0;0.85033;0;0;0;0.6487;0;3.59178;0;0;0;0;0;0;0;0;0;1.5926;0;0;0;0;0.97006;0;0
"Arap1";0;0;0;0;0;0;0;0;0;0.6266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.55681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.65291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.6306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.67344;0;0;0;0;0;0;0;0;0;0;0;0;0.89801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Clpb";0;0;0;0;0;0;0;0.78095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.71996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.79024;0;0;0;0;0;0.99914;0.97024;0;0.9816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.83015;0;0;0;0.9939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Inppl1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.59005;0;0.65492;0;0.55194;0;0;0.64989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.7723;0.71453;0;0;0;0;0;0;0;0;0;0;0.93949;0;0;0;0;0;0;0;0;0;0;0;0;0;0.89122;0.71057;0;0
"Lrrc51";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.34421;1.6603;0;0;0;0;1.81222;2.62134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.95741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.89801;0;0;0;0.65381;0;0;0;0;0;0;0;0;0;0;0;0;2.2882;0.58606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.67371;0;0;0;0;0;0.6895;0;0
"Numa1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rnf121";0.50853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.99317;0;0;0;1.52891;0.68261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4971;0;0;0;0;0;0;0;0;0.93785;0.79895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.50347;0;0;0;1.6291;0;0;0;0.99938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.99618;0.74801;0;0;0;0;0;0;0
"Nup98";0.55164;0;0;0;0;0;1.70301;1.3856;0;0;0;0;0;0;0;0;0;0;0;0.87282;0;0.92847;0;0;0;0;0;0;0;0;0;0;0;0;0.81971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.57706;0;0.99396;0;0;0;2.35158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.59026;0;0;0;0;0;0;0;0;0;3.2288;0.50726;0;0;0;0;0;0;0;0;0;0;1.6266;0;0;0;0;0;0;0;0;7.8742;0;0;0;0;0;0.89403;0;0
"Pgap2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
